,tweets,cluster
3344,presiden ri joko widodo jajar kerja kerja kerja keras cegah obat rakyat indikasi virus corona terima kasih gabenar coba menanggok air keruh ahli main tegak lurus atas perintah pusat,6
3345,anjing ku asep an stresssssssss kakak tolol sok pintar miskin,7
3346,kakak li mulut stres kakak,17
3347,tunda formula e uang rakyat selamat rugi rampok apbd triliun rupiah fakta tunda sponsor gabenar citra melulu mimpi siang bolong,17
3348,djoko edhi malu in komisi dpr ri kadrun muka badak borgol polisi wanita lalulintas lawan malu burung,17
3349,borgol borgol kadrun borgol malu muka badak,17
3350,kadrun borgol malu bekas komisi,17
3351,manusia kadrun borgol malu bekas komisi langgar hukum cain,18
3352,tolol medan bicara medan nama anjing jilat sok bodoh,7
3353,anjing jilat gonggong comberan,20
3354,selatan ribut utara medan sok pintar bawa sara adu domba selatan utara keluarga mesra medan laku tolol ngompori anak medan horas,17
3355,terima kasih kadrun baca twitter stres bakar jenggot tabah hilang galau at hukum idelogi pancasila negara indonesia cinta,18
3356,ahok tokoh bersih kerja keras wibawa takut kadrun jual mayoritas minoritas mayoritas suku jawa budaya rendah hati santun mentang ahok lawan,17
3357,mati tangan berdo a moga virus corona hilang cepat umat mohon maha kuasa tinggal tinggal kait virus corona isu bohong panik waspada,8
3358,suka hina jokowi presiden ri ngan tepi sawah otak kendali jidat baris sakit hati benci ukur,15
3359,erti hukum bicara hukum tolol ahok bukti tuduh korupsi sitolol tuduh korupsi hukum indonesia anut azas bukti balik,18
3360,jgnlah jual agama suka suka agama jual sebahagian anut nasionalis at laksana ajar agama tokoh teladan masyarakat agama noda buat,17
3361,kasih badai virus corona panik masker kasih perintah polisi kamtipmas tangkap timbun masker tebar isu bohong,8
3362,langit hina jokowi presiden ri fakta periode percaya rakyat indonesia kadrun,5
3363,virus corona indonesia mohon panik isu bohong dengar informasi resmi perintah bicara resmi percaya maha kuasa berkat lindung umat apa yakin,8
3364,tolol rakus jabat anggur,7
3365,berani comberan gonggong kakak,20
3366,ramai pesawat presiden ri sewa garuda pramono anung menteri sekretaris kabinet hormat ramai alas,17
3367,gagal miskin sedih sukses kaya raya tanda dunia kiamat,2
3368,sebahagian negara belah dunia serang virus corona mohon do a maha kuasa badai lekas sahabat ku muslim umroh ibadah haji tanah suci tentra virus corona allah,8
3369,virus corona bilang tentara allah hati gusti ora sare mulut harimau suka ngebacot suka suka jual agama hina umat bodoh bodoh ikut waspada waspada,0
3370,arti nalar bodoh larang anti pancasila larang ngakunya pancasila fakta sara melulu jual agama,17
3371,tolol nonjok luhut berani dimedsos ayo tunjuk hidung kaca malu lbp level,17
3372,tolol sok pintar lbp lawan kakak,7
3373,tolol x banjir banjir jilid jilid film rambo,17
3374,tolol x calon dpr kalah,1
3375,anjing ku mushar kakak kaing kaing comberan,4
3376,ahok gubernur jokowi gabenar gubernur menang sara fitnah ujar benci teror tenggelam telat pikir lambat mikir,9
3377,jokowi macet banjir muda atas presiden muda bukti gubernur ahok nyambung kerja kerja kerja hati gabenar menang sara fitnah ujar benci teror dukung kadrunnya tenggelam fakta,9
3378,dukung anies marah gabenar kritisi marah hukum rasa ab ulah salah alam nyala bawah dengar saran megawati soekarnoputri formula e monas,17
3379,akibat gubernur sara ujar benci fitnah teror gabenar stres banjir panjang dukung korban banjir hujan banjir batal selenggara formula e,9
3380,hebat iskandar fauzi tolol dukung menang beda dukung fitnah sara ujar benci teror hasil jakarta hancur banjir melulu,9
3381,tk toto gelap bicara simbol negara presiden simbol negara ganti presiden jokowi simbol negara kakak bangga tolol rahman,17
3382,tolol sok pintar kakak,7
3383,tindak kapolri idham orasi acara kumpul modal banyak bicara jual agama ajak lengser presiden ri joko widodo kecuali hormat simbol negara,5
3384,ahok mundur komut pertamina stres kalah perang ahok lawan hati ahok aset bangsa indonesia indonesia maju,10
3385,ajar ikan renang tolol kakak,7
3386,marah modal jual agama fakta malu kakak,17
3387,anjing comberan kaing kaing,4
3388,denny siregar supir presiden taxi bubar tolol tolong,12
3389,salah ketik alas gabenar dukung kadrun dasar kadrun coba balik salah ketik argumen kerja kerja kerja rakyat nggakkan jual agama kalah nasionalis,6
3390,denny siregar anjing bego cebur comberan bego kakak asep arif nurahman,17
3391,ahok dipikirin manusia modal sara ujar benci fitnah teror sebentar laku bumi indonesia ideologi pancasila,9
3392,anjing cebur comberan kaing kaing,4
3393,dukung gabenar gagal deklarasi calon supir presiden taxi telat pikir lambat mikir usaha taxinya bubar,12
3394,komentar bebobot ahok mantap,17
3395,pram feeling politik sewot waspada stres laksana tugas sekretaris kabinet repot presiden ri negarawan gusdur,17
3396,omnibus law mantap terusssss lanjut terobos tele tele anggap selesai arif bijaksana penting rakyat mulus indonesia wujud,17
3397,sakit jokowi lawan gila kakak,16
3398,gabenar bantu kaku fatal tolak rakyat sembunyi balik kalimat salah ketik pening tante,17
3399,bobby nasution calon walikota medan seng lawan lawan habis hosa habis nafas cain unang manikot horas,17
3400,akun foto asli mantap takut jual beli,17
3401,fakta jokowi periode presiden ri berkat pilih,5
3402,yenny adam tommy salam ahok komisaris utama pertamina moga solar sukses maturnuwun wass,17
3403,valentine raya jalan sukses indonesia dunia susul saudi arabia selamat kasih sayang valentine s day tolak raya selamat gigit jari,2
3404,rabun ayam keren kakak,17
3405,moga kader pan singkir amien rais kongres pan v mulut hati kader pan lahir partai bidan amien rais rakyat nilai partai anak nakal,3
3406,sitolol yusuf turki ngedukung imbal reply,17
3407,iq jongkok lambat mikir telat pikir,17
3408,presiden ri joko widodo tolak pulang indonesia panggil isis eks wni wni eks isis anak yatim piatu bawah jokowi ampun juga anak isis eks warga negara indonesia pulang,17
3409,ketua scnya kongres pan v relatif normal demokrasi sama ricuh kongres partai politik ricuh kongres ormas pemuda partai politik ormas akibat kursi kepala korban partai anak nakal,3
3410,harinugros tolol marah kakak,7
3411,mantap maju terusssssssss sendjaja,17
3412,gabenar banjir jakarta buku buku jilid jilid anies baswedan stressssssss hujan akibat banjir titik era gubernur,17
3413,sakit masuk rs waras grogol,15
3414,anjing ku arthur kaing kaing comberan anjing tolol,4
3415,andre rosiade kebelinger menudu ahok belakang psknya viral nasib kader partai politik siaaaaaaaaap tokoh toko besi toko semen toko pasir toko alat jadi tokoh patung muka badak,17
3416,anies gabenar curah hujan banjir jakarta jilid jilid film rambo gubernur atas hitung jam surut kilah ngebacot kerja kerja kerja,6
3417,salah hukum lawan tugas polisi laksana tugas hadap hukum,18
3418,tambang jual solar nama poltak raja minyak solar minyak jon tambang ngerjainnya kontraktor tim surat lengkap langgar hukum,17
3419,joko widodo presiden ri teman non muslim kecewa lindung perintah pimpin perhati keluh dukung setia presiden harap campur tangan,5
3420,perintah pusat kait formula e larang sekitar monas gabenar selenggara formula e indonesia butuh penting rakyat,17
3421,pohon tebang langgar uu ribut takut ab pohon kembali monas tanam pohon tebang ribut pohon beli tanam ganti pohon rimba,17
3422,kaya miskin hadap hukum erti sok,18
3423,ahok sindir komisaris utama direktur utama pertamina akibat lawan politik stres ngebacot tong kosong nyaring bunyi gedung wakil rakyat mulia,17
3424,aku salah akibat salah anies lempar tanggung bantu gabenar puruk dukung sembunyi balik harga terima harga hasil kerja jokowi ahok,17
3425,malu prestasi hasil kerja gubernur jokow ahok malu fakta monas g a g a l lanjut gabenar presiden rusak,17
3426,ngetwittlah serang dukung serang ikut ditwitter juta,17
3427,tito mahfud capres canda ngejoroki waspada waspada politik capres nama tembak dukung capres belanda,0
3428,raja dungu gagal malu ngebacot ngatain tokoh sukses periode presiden ri joko widodo,5
3429,kadal gurun bangga gabenar gubernur presiden akibat ab suka suka peristiwa monas malu henti proyek monas oo tahu malu,17
3430,fakta periode percaya rakyat indonesia ngebacot,10
3431,manusia gila suruh joko widodo mundur presiden ri periode hendak pilpres pilih rakyat indonesia demokrasi pancasila rakyat,5
3432,pintar maju bayang bayang andai andai tolol pelihara,7
3433,tolol desak x jam nkri,7
3434,kalu pindah ribut jakarta kota negara surabaya sarang medan marah ajar pintar,17
3435,imlek gong xie fa chai paten mantap kadal gurun diam ribu bahasa komentar raya imlek demo larang spanduk seruduk ramai syukur ampau diam,17
3436,anjing gonggong rantam sitolol yimzarch,20
3437,beda menang jual sara ujar benci fitnah teror,9
3438,ajar waspada alir fakta ideologi pancasila coba alir sesat berkat pancasila jaya,10
3439,nama kakek halal bikin nama asli takut,17
3440,bodoh sok pintar unya gonggong razie ali kasihan mulut busuk,17
3441,gong xie fa chai raya indah demokrasi negara republik indonesia maju terusssssssss indonesia maju bawah pimpin joko widodo presiden ri,10
3442,sitompul saudara urut beda sitompul urut marga sitompul kenal kkn profesional,17
3443,selamat ulang megawati soekarno putri presiden republik indonesia lahir kpk cegah berantas korupsi koruptor persis era megawati presiden ri,17
3444,cemburu nyinyir salah dukung dukung kalah duduk bonceng ngoceh terusssssssss strokeeeeeee,23
3445,ri hai jam pulang kerja rumah malu antri rakyat indonesia jalan layang antasari mentang bantu presiden ri joko widodo rendah hati sok kawal ngeong ca pek lelah antri,5
3446,ahok jadi monas paru kota jakarta hijau anies tebang pohan sekitar monas ayo waras,17
3447,sahabat ku jummana kura perahu pura sukses terusssssssss politik wass,3
3448,fakta kabur mesum rakyat cerdas dikibulin,17
3449,rasis teriak rasis tolol pelihara ngaca kaca kirim kaca luas lapang sepak bola,7
3450,tolol unya cemburu lihat ahok sukses terusssssssss ikut setia lawan kakak,7
3451,hai cilepeng tolol apa fakta joko widodo periode presiden ri pilih rakyat rakyat,5
3452,kader psi mantap bain ab tampang puncak bogor,17
3453,junjung alias selesai henti menghayal,17
3454,partai demokrat ngotot gol panitia khusus jiwasraya dendam panitia khusus century jasmerah lupa sejarah panitia khusus century tokoh kader kader pdi juang ucap daeng jk kader militan,17
3455,dungu prediksi perintah joko widodo presiden ri sampampai dendam raja dungu gagal menteri janji prabowo rocky gerung dungu banget janji bantu presiden,5
3456,kuasa kicau terusssssssss burung emprit,17
3457,jalan lambat amien rais ajak kader pan rakyat indonesia dukung perintah joko widodo selesai periode s bravo amien rais diri pan,17
3458,joko widodo presiden ri pilih rakyat wakil mpr ri rakyat,5
3459,celana buka tolol pelihara kakak,7
3460,indonesia jokowi jadi hukum panglima sakit gigi,18
3461,ikut setia bicara kasih benar,17
3462,nonton tolol miskin kakak,7
3463,nonton ruhut buka buka pintar tolol pelihara,7
3464,lihat ruhut buka buka pintar dungu melulu tonton dekat juta tolol posts kakak,7
3465,banjir dki anies baswedan ajar bikin banjir kenang b sahabat ku tonton setia ruhut buka an episode tayang banjir kenang genang sahabat ku nonton lupa lonceng ting tong,3
3466,robert baden powel diri pandu indonesia pramuka non muslim bina pramuka djokya ajar tepuk pramuka islam yes kafir polisi ciduk sangkut pakai kaca mata kuda dungu lupa diri pandu peramuka non muslim,17
3467,bengong stres gabener jakarta longsor longsor gunung pening nyata,17
3468,dukung cocok supir president taxi sayang taxinya tamat gagal banjir,12
3469,isu bohong bukti fitnah bukti banjir ngebacot libas,17
3470,anjing gonggong comberan cain,20
3471,himpun sewa pusat belanja tuntut perintah daerah dki mal buka normal bukti mulut gabener asal bunyi bunyi mal,17
3472,anjing gonggong x lapar kakak,13
3473,anjing kaing kaing comberan,4
3474,stressssssss lambai presiden ri joko widodo sigagal ngatasi banjir ngelambaikan tangan rakyat muak,5
3475,pompa air rusak gabener rusak istirahat pening rakyat jakarta dengar alas nies jelas jujur kilah melulu,17
3476,sakit kakak pakai kaca mata ku,15
3477,jokowi terima kasih loyalis joko widodo pantohir dukung periode tokoh berkat maha sukses terusssssssss,3
3478,gabrner mundur kasih bendera putih,17
3479,gabener dki ab main sepak bola jaga gawang kerja lempar bola tangkap bola lempar tanggung,17
3480,marah tolol said rahantam kakak,7
3481,hilang gubernur menang sara ujar benci fitnah teror gagal tanggung presiden jabat hilang copot menteri didik berkwalitas,9
3482,jual beli takut poltak lawan kakak,17
3483,anjing gila bain tolol,16
3484,manusia rakus jabat kakak,17
3485,selesai sarap makan nasi kebuli kambing hmmmm nikmat nian gigit makyuuus,17
3486,komentar nies komentar salah kompas detik an berita malu kemang banjir rakyat kemang protes banjir kemang parah ketua mpr mobil kena banjir mulut harimau waspada waspada,17
3487,salah purn mayor ajar purn jenderal bintang kopassus capres hati ajar ikan renang,17
3488,babi buta belah gubernur gagal beda banjir surut hitung jam banjir surut hari kakak dungu pelihara,17
3489,luhut binsar pandjaitan prabowo natuna kritik silah perang solusi pakai jalur diplomasi bicara perang tokoh atas jenderal purn bintang kopassus ahli perang,11
3490,anjing gonggong comberan banjir,20
3491,pakai kaca mata kuda tolol pelihara,7
3492,anjing ku ronin cebur comberan kaing kaing,4
3493,rakyat jakarta stresssssssss dengar komentar gubernur bingung banjir jakarta ngebacot bela rakyat jakarta cerdas sesal pilih gubernur modal silat lidah,17
3494,politik takut curang raih menang curang x supir presiden taxi,12
3495,dukung gubernur menang sara ujar benci fitnah teror malu belah pakai kaca mata kuda banjir medsos kakak,9
3496,tolol malu asli tetapi palsu bunyi asal bunyi,17
3497,libur keluarga ku korea s selatan,3
3498,anjing nyinyir ngebelain dukung gubernur gagal total,17
3499,haram haram murka akibat agama anut rakyat korban rakyat agama agama hormat hormat,17
3500,marah fakta demokrasi sara ujar benci fitnah teror hasil menang gatot gagal total,9
3501,kerja otak kerja ngebacot silat lidah,6
3502,gatot gagal total duduk bonceng ngebacot silat lidah malu in anak cucu,23
3503,cocok supir presiden taxi,12
3504,afkan sombong pilih gubernur sara ujar benci fitnah teror rakyat jakarta korban bencana hujan banjir panjang kota tata silat lidah,9
3505,anies baswedan disalahin kampanye ngebacot atas banjir bawa agama gubernur bawa kitab suci pakai otak kerja kerja kerja,6
3506,banjir jakarta kadrun ab mundur joko widodo tolol pelihara ngebedain gubernur presiden,5
3507,acara ikut ribu sok ngelawan acara senior ikut juta kocek kelas ngaca,17
3508,fakta joko widodo presiden ri periode,5
3509,ngetik tolol sok pintar,7
3510,anjing tolol gonggong comberan,20
3511,anjing gonggong masuk kakak,20
3512,wishing you a bahagia and blessed new year ahead of you may new year be a year of blessings and opportunities bahagia holidays from my family to yours,17
3513,anjing busuk unya busuk terusssssssss kakak,17
3514,anjing kaing kaing masuk comberan,4
3515,perempuan salah bela salah akibat langgar hukum sok mayoritas indonesia kenal dominasi mayoritas tiran minoritas hukum atas gala,18
3516,fakta joko widodo pilih rakyat periode banyak bicara malu,5
3517,kawin kontrak puncak munafik onar,17
